episode_num,ep_ext_reward,ep_success,ep_steps
698,0.0,0,252
699,0.0,0,112
700,0.0,0,252
701,0.0,0,252
702,0.0,0,252
703,0.0,0,252
704,0.0,0,252
705,0.0,0,252
706,0.0,0,252
707,0.0,0,252
708,0.0,0,252
709,0.0,0,252
710,0.0,0,252
711,0.0,0,252
712,0.0,0,252
713,0.0,0,252
714,0.9142857,1,24
715,0.925,1,21
716,0.87857145,1,34
717,0.7892857,1,59
718,0.9285714,1,20
719,0.9142857,1,24
720,0.9035714,1,27
721,0.91785717,1,23
722,0.8357143,1,46
723,0.70714283,1,82
724,0.925,1,21
725,0.91785717,1,23
726,0.9071429,1,26
727,0.8964286,1,29
728,0.91785717,1,23
729,0.86071426,1,39
730,0.925,1,21
731,0.0,0,252
732,0.8035714,1,55
733,0.675,1,91
734,0.0,0,252
735,0.0,0,252
736,0.0,0,252
737,0.0,0,252
738,0.9,1,28
739,0.0,0,252
740,0.8428571,1,44
741,0.0,0,252
742,0.0,0,252
743,0.9285714,1,20
744,0.875,1,35
745,0.6892857,1,87
746,0.86785716,1,37
747,0.8642857,1,38
748,0.71428573,1,80
749,0.83214283,1,47
750,0.91785717,1,23
751,0.66071427,1,95
752,0.8107143,1,53
753,0.83928573,1,45
754,0.8464286,1,43
755,0.83214283,1,47
756,0.775,1,63
757,0.6642857,1,94
758,0.75,1,70
759,0.6642857,1,94
760,0.65,1,98
761,0.88214284,1,33
762,0.7392857,1,73
763,0.91785717,1,23
764,0.6964286,1,85
765,0.0,0,252
766,0.9035714,1,27
767,0.0,0,252
768,0.87857145,1,34
769,0.9071429,1,26
770,0.61071426,1,109
771,0.66785717,1,93
772,0.0,0,252
773,0.0,0,252
774,0.0,0,252
775,0.0,0,252
776,0.0,0,252
777,0.0,0,252
778,0.0,0,252
779,0.0,0,252
780,0.0,0,252
781,0.0,0,252
782,0.0,0,252
783,0.0,0,252
784,0.0,0,252
785,0.0,0,252
786,0.0,0,252
787,0.0,0,252
788,0.0,0,252
789,0.0,0,252
790,0.0,0,252
791,0.0,0,252
792,0.0,0,252
793,0.0,0,252
794,0.0,0,252
795,0.0,0,252
796,0.0,0,252
797,0.0,0,252
798,0.0,0,252
799,0.0,0,252
800,0.0,0,252
801,0.0,0,252
802,0.0,0,252
803,0.0,0,252
804,0.0,0,252
805,0.0,0,252
806,0.0,0,252
807,0.0,0,252
808,0.0,0,252
809,0.0,0,2
810,0.0,0,2
811,0.0,0,2
812,0.0,0,252
813,0.0,0,2
814,0.0,0,2
815,0.0,0,2
816,0.0,0,2
817,0.0,0,2
818,0.0,0,2
819,0.0,0,2
820,0.0,0,2
821,0.0,0,2
822,0.0,0,252
823,0.0,0,252
824,0.0,0,2
825,0.0,0,2
826,0.0,0,2
827,0.0,0,2
828,0.0,0,2
829,0.0,0,2
830,0.0,0,2
831,0.0,0,2
832,0.0,0,2
833,0.0,0,2
834,0.0,0,2
835,0.0,0,2
836,0.0,0,2
837,0.0,0,2
838,0.0,0,2
839,0.0,0,252
840,0.0,0,252
841,0.0,0,252
842,0.0,0,252
843,0.0,0,252
844,0.0,0,252
845,0.0,0,252
846,0.0,0,252
847,0.0,0,252
848,0.0,0,252
849,0.0,0,252
850,0.0,0,252
851,0.0,0,252
852,0.0,0,252
853,0.0,0,252
854,0.0,0,252
855,0.0,0,252
856,0.0,0,252
857,0.0,0,252
858,0.0,0,252
859,0.0,0,252
860,0.0,0,252
861,0.0,0,252
862,0.0,0,252
863,0.0,0,252
864,0.0,0,252
865,0.0,0,252
866,0.0,0,252
867,0.0,0,252
868,0.0,0,252
869,0.0,0,252
870,0.0,0,252
871,0.0,0,252
872,0.0,0,252
873,0.0,0,252
874,0.0,0,252
875,0.0,0,252
876,0.0,0,252
877,0.0,0,252
878,0.0,0,252
879,0.0,0,252
880,0.0,0,252
881,0.0,0,252
882,0.0,0,252
883,0.0,0,252
884,0.0,0,252
885,0.0,0,252
886,0.0,0,252
887,0.0,0,252
888,0.0,0,252
889,0.0,0,252
890,0.0,0,252
891,0.0,0,252
892,0.0,0,252
893,0.0,0,252
894,0.0,0,252
895,0.0,0,252
896,0.0,0,252
897,0.0,0,252
898,0.0,0,252
899,0.0,0,252
900,0.0,0,252
901,0.0,0,252
902,0.0,0,252
903,0.0,0,252
904,0.0,0,252
905,0.0,0,252
906,0.0,0,252
907,0.0,0,252
908,0.0,0,252
909,0.0,0,252
910,0.0,0,252
911,0.0,0,252
912,0.0,0,252
913,0.0,0,252
914,0.0,0,252
915,0.0,0,252
916,0.0,0,252
917,0.0,0,252
918,0.0,0,252
919,0.0,0,252
920,0.0,0,252
921,0.0,0,252
922,0.0,0,252
923,0.0,0,252
924,0.0,0,252
925,0.0,0,252
926,0.0,0,252
927,0.0,0,252
928,0.0,0,252
929,0.0,0,252
930,0.0,0,252
931,0.0,0,252
932,0.0,0,252
933,0.0,0,252
934,0.0,0,252
935,0.0,0,252
936,0.0,0,252
937,0.0,0,252
938,0.0,0,252
939,0.0,0,252
940,0.0,0,252
941,0.0,0,252
942,0.0,0,252
943,0.0,0,252
944,0.0,0,252
945,0.0,0,252
946,0.0,0,252
947,0.0,0,252
948,0.0,0,252
949,0.0,0,252
950,0.0,0,252
951,0.0,0,252
952,0.0,0,252
953,0.0,0,252
954,0.0,0,252
955,0.0,0,252
956,0.0,0,252
957,0.0,0,252
958,0.0,0,252
959,0.0,0,252
960,0.0,0,252
961,0.0,0,252
962,0.0,0,252
963,0.0,0,252
964,0.0,0,252
965,0.0,0,252
966,0.0,0,252
967,0.0,0,252
968,0.0,0,252
969,0.0,0,252
970,0.0,0,252
971,0.0,0,252
972,0.0,0,252
973,0.0,0,252
974,0.0,0,252
975,0.0,0,252
976,0.0,0,252
977,0.0,0,252
978,0.0,0,252
979,0.0,0,252
980,0.0,0,252
981,0.0,0,252
982,0.0,0,252
983,0.0,0,252
984,0.0,0,252
985,0.0,0,252
986,0.0,0,252
987,0.0,0,252
988,0.0,0,252
989,0.0,0,252
990,0.0,0,252
991,0.0,0,252
992,0.0,0,252
993,0.0,0,252
994,0.0,0,252
995,0.0,0,252
996,0.0,0,252
997,0.0,0,252
998,0.0,0,252
999,0.0,0,252
1000,0.0,0,252
1001,0.0,0,252
1002,0.0,0,252
1003,0.0,0,252
1004,0.0,0,252
1005,0.0,0,252
1006,0.0,0,252
1007,0.0,0,252
1008,0.0,0,252
1009,0.0,0,252
1010,0.0,0,252
1011,0.0,0,252
1012,0.0,0,252
1013,0.0,0,252
1014,0.0,0,252
1015,0.0,0,252
1016,0.0,0,252
1017,0.0,0,252
1018,0.0,0,252
1019,0.0,0,252
1020,0.0,0,252
1021,0.0,0,252
1022,0.0,0,252
1023,0.0,0,252
1024,0.0,0,252
1025,0.0,0,252
1026,0.0,0,252
1027,0.0,0,252
1028,0.0,0,252
1029,0.0,0,252
1030,0.0,0,252
1031,0.0,0,252
1032,0.0,0,252
1033,0.0,0,252
1034,0.0,0,252
1035,0.0,0,252
1036,0.0,0,252
1037,0.0,0,252
1038,0.0,0,252
1039,0.0,0,252
1040,0.0,0,252
1041,0.0,0,252
1042,0.0,0,252
1043,0.0,0,252
1044,0.0,0,252
1045,0.0,0,252
1046,0.0,0,252
1047,0.0,0,252
1048,0.0,0,252
1049,0.0,0,252
1050,0.0,0,252
1051,0.34642857,1,183
1052,0.5285714,1,132
1053,0.51428574,1,136
1054,0.4857143,1,144
1055,0.13214286,1,243
1056,0.0,0,252
1057,0.0,0,252
1058,0.0,0,252
1059,0.0,0,252
1060,0.0,0,252
1061,0.0,0,252
1062,0.0,0,252
1063,0.0,0,252
1064,0.0,0,252
1065,0.6964286,1,85
1066,0.0,0,252
1067,0.0,0,252
1068,0.0,0,252
1069,0.0,0,252
1070,0.0,0,252
1071,0.64285713,1,100
1072,0.5642857,1,122
1073,0.45714286,1,152
1074,0.35714287,1,180
1075,0.0,0,252
1076,0.0,0,252
1077,0.0,0,252
1078,0.0,0,252
1079,0.0,0,252
1080,0.0,0,252
1081,0.0,0,252
1082,0.0,0,252
1083,0.0,0,252
1084,0.0,0,252
1085,0.0,0,252
1086,0.0,0,252
1087,0.0,0,252
1088,0.0,0,252
1089,0.0,0,252
1090,0.0,0,252
1091,0.0,0,252
1092,0.0,0,252
1093,0.0,0,252
1094,0.0,0,252
1095,0.0,0,252
1096,0.0,0,252
1097,0.0,0,252
1098,0.0,0,252
1099,0.0,0,252
1100,0.0,0,252
1101,0.0,0,252
1102,0.0,0,252
1103,0.0,0,252
1104,0.0,0,252
1105,0.0,0,252
1106,0.0,0,252
1107,0.0,0,252
1108,0.0,0,252
1109,0.0,0,252
1110,0.0,0,252
1111,0.0,0,252
1112,0.0,0,252
1113,0.0,0,252
1114,0.0,0,252
1115,0.0,0,252
1116,0.0,0,252
1117,0.0,0,252
1118,0.0,0,252
1119,0.0,0,252
1120,0.0,0,252
1121,0.0,0,252
1122,0.0,0,252
1123,0.0,0,252
1124,0.0,0,252
1125,0.0,0,252
1126,0.0,0,252
1127,0.0,0,252
1128,0.0,0,252
1129,0.0,0,252
1130,0.0,0,252
1131,0.0,0,252
1132,0.0,0,252
1133,0.0,0,252
1134,0.0,0,252
1135,0.0,0,252
1136,0.0,0,252
1137,0.0,0,252
1138,0.0,0,252
1139,0.0,0,252
1140,0.0,0,252
1141,0.0,0,252
1142,0.0,0,252
1143,0.0,0,252
1144,0.0,0,252
1145,0.0,0,252
1146,0.0,0,252
1147,0.0,0,252
1148,0.0,0,252
1149,0.0,0,252
1150,0.0,0,252
1151,0.0,0,252
1152,0.0,0,252
1153,0.0,0,252
1154,0.0,0,252
1155,0.0,0,252
1156,0.0,0,252
1157,0.0,0,252
1158,0.0,0,252
1159,0.0,0,252
1160,0.0,0,252
1161,0.0,0,252
1162,0.0,0,252
1163,0.0,0,252
1164,0.0,0,252
1165,0.0,0,252
1166,0.0,0,252
1167,0.0,0,252
1168,0.0,0,252
1169,0.0,0,252
1170,0.0,0,252
1171,0.0,0,252
1172,0.0,0,252
1173,0.0,0,252
1174,0.0,0,252
1175,0.0,0,252
1176,0.0,0,252
1177,0.0,0,252
1178,0.0,0,252
1179,0.0,0,252
1180,0.0,0,252
1181,0.0,0,252
1182,0.0,0,252
1183,0.0,0,252
1184,0.0,0,252
1185,0.0,0,252
1186,0.0,0,252
1187,0.0,0,252
1188,0.0,0,252
1189,0.0,0,252
1190,0.0,0,252
1191,0.0,0,252
1192,0.0,0,252
1193,0.0,0,252
1194,0.0,0,252
1195,0.0,0,252
1196,0.0,0,252
1197,0.0,0,252
1198,0.0,0,252
1199,0.0,0,252
1200,0.0,0,252
1201,0.0,0,252
1202,0.0,0,252
1203,0.0,0,252
1204,0.0,0,252
1205,0.0,0,252
1206,0.0,0,252
1207,0.0,0,252
1208,0.0,0,252
1209,0.0,0,252
1210,0.0,0,252
1211,0.0,0,252
1212,0.0,0,252
1213,0.0,0,252
1214,0.0,0,252
1215,0.0,0,252
1216,0.0,0,252
1217,0.0,0,252
1218,0.0,0,252
1219,0.0,0,252
1220,0.0,0,252
1221,0.0,0,252
1222,0.0,0,252
1223,0.0,0,252
1224,0.0,0,252
1225,0.0,0,252
1226,0.0,0,252
1227,0.0,0,252
1228,0.0,0,252
1229,0.0,0,252
1230,0.0,0,252
1231,0.0,0,252
1232,0.0,0,252
1233,0.0,0,252
1234,0.0,0,252
1235,0.0,0,252
1236,0.0,0,252
1237,0.0,0,252
1238,0.0,0,252
1239,0.0,0,252
1240,0.0,0,252
1241,0.0,0,252
1242,0.0,0,252
1243,0.0,0,252
1244,0.0,0,252
1245,0.0,0,252
1246,0.0,0,252
1247,0.0,0,252
1248,0.0,0,252
1249,0.0,0,252
1250,0.0,0,252
1251,0.0,0,252
1252,0.0,0,252
1253,0.0,0,252
1254,0.0,0,252
1255,0.0,0,252
1256,0.0,0,252
1257,0.0,0,252
1258,0.0,0,252
1259,0.0,0,252
1260,0.0,0,252
1261,0.0,0,252
1262,0.0,0,252
1263,0.0,0,252
1264,0.0,0,252
1265,0.0,0,252
1266,0.0,0,252
1267,0.0,0,252
1268,0.0,0,252
1269,0.0,0,252
1270,0.0,0,252
1271,0.0,0,252
1272,0.0,0,252
1273,0.0,0,252
1274,0.0,0,252
1275,0.0,0,252
1276,0.0,0,252
1277,0.0,0,252
1278,0.0,0,252
1279,0.0,0,252
1280,0.0,0,252
1281,0.0,0,252
1282,0.0,0,252
1283,0.0,0,252
1284,0.0,0,252
1285,0.0,0,252
1286,0.0,0,252
1287,0.0,0,252
1288,0.0,0,252
1289,0.0,0,252
1290,0.0,0,252
1291,0.0,0,252
1292,0.0,0,252
1293,0.0,0,252
1294,0.0,0,252
1295,0.0,0,252
1296,0.0,0,252
1297,0.0,0,252
1298,0.0,0,252
1299,0.0,0,252
1300,0.0,0,252
1301,0.0,0,252
1302,0.0,0,252
1303,0.0,0,252
1304,0.0,0,252
1305,0.0,0,252
1306,0.0,0,252
1307,0.0,0,252
1308,0.0,0,252
1309,0.0,0,252
1310,0.0,0,252
1311,0.0,0,252
1312,0.0,0,252
1313,0.0,0,252
1314,0.0,0,252
1315,0.0,0,252
1316,0.0,0,252
1317,0.0,0,252
1318,0.0,0,252
1319,0.0,0,252
1320,0.0,0,252
1321,0.0,0,252
1322,0.0,0,252
1323,0.0,0,252
1324,0.0,0,252
1325,0.0,0,252
1326,0.0,0,252
1327,0.0,0,252
1328,0.0,0,252
1329,0.0,0,252
1330,0.0,0,252
1331,0.0,0,252
1332,0.0,0,252
1333,0.0,0,252
1334,0.0,0,252
1335,0.0,0,252
1336,0.0,0,252
